 	2q	Intensity
207	41.602	116.718
208	41.666	117.053
209	41.730	116.791
210	41.794	116.469
211	41.858	117.085
212	41.922	117.758
213	41.986	117.778
214	42.050	117.144
215	42.114	117.401
216	42.178	117.729
217	42.242	118.090
218	42.306	118.458
219	42.369	119.712
220	42.433	121.732
221	42.497	122.399
222	42.561	123.545
223	42.625	124.538
224	42.689	127.626
225	42.753	131.575
226	42.817	136.895
227	42.881	140.128
228	42.945	148.217
229	43.009	160.731
230	43.073	177.406
231	43.137	204.179
232	43.201	252.723
233	43.265	354.154
234	43.329	646.556
235	43.393	1813.490
236	43.456	4504.871
237	43.520	4391.099
238	43.584	2134.098
239	43.648	785.160
240	43.712	384.815
241	43.776	257.965
242	43.840	203.588
243	43.904	174.511
244	43.968	157.254
245	44.032	147.129
246	44.096	140.160
247	44.160	134.254
248	44.224	129.496
249	44.288	125.880
250	44.352	122.901
251	44.416	120.662
252	44.480	119.477
253	44.544	117.586
254	44.607	117.092
255	44.671	116.054
256	44.735	115.234
257	44.799	114.895
258	44.863	115.725
259	44.927	116.972
260	44.991	117.186
261	45.055	118.046
262	45.119	122.150
263	45.183	129.594
264	45.247	139.851
265	45.311	167.004
266	45.375	249.932
267	45.439	557.335
268	45.503	1069.137
269	45.567	791.422
270	45.631	357.746
271	45.694	195.128
272	45.758	145.933
273	45.822	127.891
274	45.886	118.684
275	45.950	113.516
276	46.014	109.443
277	46.078	107.638
278	46.142	106.070
279	46.206	104.648
280	46.270	104.014
281	46.334	103.378
282	46.398	103.293
283	46.462	102.904
284	46.526	101.580
285	46.590	100.886
286	46.654	101.375
287	46.718	101.519
288	46.781	100.411
289	46.845	99.722
290	46.909	99.759
291	46.973	99.440
292	47.037	98.861
293	47.101	98.486
294	47.165	97.911
295	47.229	97.937
296	47.293	98.840
297	47.357	98.188
298	47.421	98.260
299	47.485	98.265
300	47.549	97.559
301	47.613	96.932
302	47.677	97.086
303	47.741	97.725
304	47.805	97.130
305	47.869	96.303
306	47.932	97.014
307	47.996	97.669
308	48.060	98.425
309	48.124	98.291
310	48.188	96.797
311	48.252	95.542
312	48.316	94.454
313	48.380	94.231
314	48.444	93.852
315	48.508	94.503
316	48.572	93.537
317	48.636	92.749
318	48.700	93.186
319	48.764	93.255
320	48.828	93.290
321	48.892	93.156
322	48.956	93.286
323	49.019	93.149
324	49.083	92.371
325	49.147	91.727
326	49.211	91.299
327	49.275	91.219
328	49.339	91.075
329	49.403	90.594
330	49.467	90.327
331	49.531	90.052
332	49.595	90.079
333	49.659	89.985
334	49.723	89.356
335	49.787	89.511
336	49.851	89.629
337	49.915	89.188
338	49.979	89.090
339	50.043	88.881
340	50.106	88.761
341	50.170	88.066
342	50.234	87.774
343	50.298	88.580
344	50.362	88.995
345	50.426	88.905
346	50.490	88.790
347	50.554	87.908
348	50.618	87.683
349	50.682	87.577
350	50.746	87.223
351	50.810	87.874
352	50.874	86.782
353	50.938	87.141
354	51.002	86.936
355	51.066	86.624
356	51.130	87.284
357	51.194	86.994
358	51.257	86.093
359	51.321	86.414
360	51.385	86.483
361	51.449	86.230
362	51.513	86.957
363	51.577	86.021
364	51.641	86.217
365	51.705	85.667
366	51.769	86.582
367	51.833	87.917
368	51.897	88.532
369	51.961	87.757
370	52.025	88.684
371	52.089	88.563
372	52.153	87.550
373	52.217	87.901
374	52.281	89.067
375	52.344	89.348
376	52.408	89.309
377	52.472	89.713
378	52.536	92.149
379	52.600	94.664
380	52.664	99.608
381	52.728	107.749
382	52.792	125.314
383	52.856	180.126
384	52.920	399.398
385	52.984	864.910
386	53.048	713.018
387	53.112	329.930
388	53.176	165.347
389	53.240	119.049
390	53.304	101.595
391	53.368	93.902
392	53.431	89.086
393	53.495	86.930
394	53.559	85.512
395	53.623	84.936
396	53.687	83.450
397	53.751	82.699
398	53.815	81.425
399	53.879	80.836
400	53.943	80.682
401	54.007	79.707
402	54.071	78.867
403	54.135	79.471
404	54.199	78.870
405	54.263	79.097
406	54.327	78.075
407	54.391	78.610
408	54.455	77.989
409	54.519	77.028
410	54.582	76.656
411	54.646	77.596
412	54.710	76.952
413	54.774	77.410
414	54.838	76.759
415	54.902	77.027
416	54.966	76.641
417	55.030	76.374
418	55.094	76.476
419	55.158	76.703
420	55.222	76.201
421	55.286	76.423
422	55.350	75.466
423	55.414	75.267
424	55.478	74.517
425	55.542	74.241
426	55.606	75.188
427	55.669	75.572
428	55.733	74.675
429	55.797	75.541
430	55.861	75.927
431	55.925	76.162
432	55.989	75.648
433	56.053	75.423
434	56.117	73.902
435	56.181	72.842
436	56.245	73.052
437	56.309	73.872
438	56.373	73.461
439	56.437	73.052
440	56.501	73.072
441	56.565	73.886
442	56.629	73.589
443	56.693	73.040
444	56.756	73.428
445	56.820	73.711
446	56.884	73.811
447	56.948	74.016
448	57.012	73.378
449	57.076	73.278
450	57.140	73.807
451	57.204	74.044
452	57.268	74.186
453	57.332	74.871
454	57.396	76.131
455	57.460	76.933
456	57.524	78.425
457	57.588	80.300
458	57.652	83.031
459	57.716	88.432
460	57.780	94.275
461	57.844	105.331
462	57.907	128.622
463	57.971	176.199
464	58.035	315.065
465	58.099	797.008
466	58.163	1487.999
467	58.227	1090.929
468	58.291	449.192
469	58.355	214.377
470	58.419	140.025
471	58.483	110.518
472	58.547	96.481
473	58.611	87.271
474	58.675	82.330
475	58.739	79.818
476	58.803	77.799
477	58.867	75.694
478	58.931	73.808
479	58.994	72.592
480	59.058	72.979
481	59.122	72.864
482	59.186	73.630
483	59.250	74.492
484	59.314	75.456
485	59.378	77.119
486	59.442	81.180
487	59.506	87.570
