 	2q	Intensity
366	35.769	137.280
367	35.833	139.428
368	35.897	142.154
369	35.961	146.351
370	36.025	150.168
371	36.089	153.915
372	36.153	159.154
373	36.217	165.243
374	36.281	174.205
375	36.344	188.927
376	36.408	212.786
377	36.472	252.264
378	36.536	327.960
379	36.600	502.401
380	36.664	1091.519
381	36.728	3517.745
382	36.792	6701.504
383	36.856	4169.814
384	36.920	1496.886
385	36.984	611.062
386	37.048	355.341
387	37.112	257.356
388	37.176	211.177
389	37.240	184.500
390	37.304	168.398
391	37.368	155.975
392	37.431	147.786
393	37.495	142.113
394	37.559	138.368
395	37.623	134.971
396	37.687	132.619
397	37.751	130.480
398	37.815	127.475
399	37.879	126.866
400	37.943	125.149
401	38.007	123.833
402	38.071	123.225
403	38.135	122.793
404	38.199	123.344
405	38.263	121.247
406	38.327	119.103
407	38.391	120.410
408	38.455	119.183
409	38.519	118.473
410	38.582	117.874
411	38.646	116.835
412	38.710	116.421
413	38.774	116.088
414	38.838	115.885
415	38.902	114.696
416	38.966	116.361
417	39.030	115.186
418	39.094	114.258
419	39.158	113.723
420	39.222	114.240
421	39.286	112.465
422	39.350	113.031
423	39.414	113.191
424	39.478	113.033
425	39.542	112.247
426	39.606	113.065
427	39.669	111.317
428	39.733	111.739
429	39.797	112.499
430	39.861	112.706
431	39.925	112.731
432	39.989	112.662
433	40.053	111.170
434	40.117	110.602
435	40.181	109.426
436	40.245	109.117
437	40.309	109.067
438	40.373	109.518
439	40.437	108.345
440	40.501	108.071
441	40.565	108.123
442	40.629	107.999
443	40.693	107.415
444	40.756	106.946
445	40.820	106.742
446	40.884	106.728
447	40.948	105.848
448	41.012	105.083
449	41.076	104.798
450	41.140	104.062
451	41.204	104.037
452	41.268	103.783
453	41.332	103.459
454	41.396	103.093
455	41.460	103.417
456	41.524	104.808
457	41.588	105.393
458	41.652	102.738
459	41.716	103.125
460	41.780	103.702
461	41.844	103.401
462	41.907	102.958
463	41.971	103.814
464	42.035	104.458
465	42.099	104.210
466	42.163	104.742
467	42.227	104.633
468	42.291	105.894
469	42.355	107.133
470	42.419	107.978
471	42.483	109.626
472	42.547	111.544
473	42.611	112.979
474	42.675	116.102
475	42.739	119.329
476	42.803	124.910
477	42.867	132.636
478	42.931	143.480
479	42.994	159.771
480	43.058	185.144
481	43.122	232.994
482	43.186	336.974
483	43.250	640.955
484	43.314	1853.053
485	43.378	4409.959
486	43.442	3766.429
487	43.506	1498.548
