 	2q	Intensity
165	54.917	80.988
166	54.981	81.686
167	55.044	81.585
168	55.108	81.433
169	55.172	81.279
170	55.236	81.240
171	55.300	81.392
172	55.364	80.965
173	55.428	81.181
174	55.492	80.489
175	55.556	81.051
176	55.620	80.551
177	55.684	80.276
178	55.748	79.529
179	55.812	80.024
180	55.876	81.065
181	55.940	81.915
182	56.004	82.383
183	56.068	82.780
184	56.131	82.201
185	56.195	81.935
186	56.259	81.263
187	56.323	80.854
188	56.387	80.906
189	56.451	80.067
190	56.515	80.361
191	56.579	80.297
192	56.643	80.838
193	56.707	80.838
194	56.771	81.172
195	56.835	80.280
196	56.899	80.852
197	56.963	81.262
198	57.027	81.001
199	57.091	81.528
200	57.155	81.516
201	57.219	82.240
202	57.282	82.776
203	57.346	82.939
204	57.410	83.212
205	57.474	83.668
206	57.538	85.332
207	57.602	87.724
208	57.666	90.308
209	57.730	92.859
210	57.794	96.901
211	57.858	104.211
212	57.922	116.202
213	57.986	139.039
214	58.050	190.585
215	58.114	342.200
216	58.178	779.968
217	58.242	1413.055
218	58.306	1347.995
219	58.369	631.389
220	58.433	274.712
221	58.497	167.420
222	58.561	129.423
223	58.625	110.105
224	58.689	99.933
225	58.753	94.151
226	58.817	90.542
227	58.881	89.120
228	58.945	87.000
229	59.009	84.836
230	59.073	84.484
231	59.137	84.321
232	59.201	83.753
233	59.265	84.019
234	59.329	84.748
235	59.393	86.597
236	59.456	88.875
237	59.520	92.443
238	59.584	99.175
239	59.648	113.557
240	59.712	146.118
241	59.776	248.381
242	59.840	555.639
243	59.904	851.778
244	59.968	751.816
245	60.032	430.523
246	60.096	220.877
247	60.160	134.325
248	60.224	103.799
249	60.288	91.988
250	60.352	85.763
251	60.416	81.836
252	60.480	79.291
253	60.544	77.291
254	60.607	76.350
255	60.671	74.261
256	60.735	73.178
257	60.799	72.435
258	60.863	72.742
259	60.927	71.043
260	60.991	70.547
261	61.055	70.073
262	61.119	69.869
263	61.183	69.293
264	61.247	68.246
265	61.311	68.913
266	61.375	68.842
267	61.439	68.054
268	61.503	67.778
269	61.567	66.664
270	61.631	66.223
271	61.694	67.058
272	61.758	66.241
273	61.822	65.280
274	61.886	65.905
275	61.950	65.931
276	62.014	65.779
277	62.078	65.516
278	62.142	65.332
279	62.206	65.332
280	62.270	65.211
281	62.334	64.721
282	62.398	64.335
283	62.462	64.456
284	62.526	64.739
285	62.590	64.653
286	62.654	64.184
287	62.718	64.027
288	62.781	64.168
289	62.845	63.882
290	62.909	63.337
291	62.973	63.608
292	63.037	63.635
293	63.101	63.116
294	63.165	62.888
295	63.229	62.182
296	63.293	62.633
297	63.357	63.152
298	63.421	62.472
299	63.485	61.607
300	63.549	61.324
301	63.613	62.166
302	63.677	63.119
303	63.741	62.203
304	63.805	62.117
305	63.869	62.526
306	63.932	62.079
307	63.996	62.085
308	64.060	62.296
309	64.124	61.917
310	64.188	60.985
311	64.252	61.134
312	64.316	60.097
313	64.380	59.833
314	64.444	60.089
315	64.508	60.420
316	64.572	60.317
317	64.636	59.754
318	64.700	59.113
319	64.764	59.178
320	64.828	59.481
321	64.892	59.893
322	64.956	59.962
323	65.019	60.154
324	65.083	60.182
325	65.147	60.555
326	65.211	60.392
327	65.275	60.114
328	65.339	60.178
329	65.403	60.472
330	65.467	60.869
331	65.531	61.506
332	65.595	62.751
333	65.659	63.697
334	65.723	65.027
335	65.787	67.920
336	65.851	71.833
337	65.915	77.543
338	65.979	88.347
339	66.043	110.258
340	66.106	160.739
341	66.170	306.476
342	66.234	628.947
343	66.298	909.618
344	66.362	688.827
345	66.426	319.769
346	66.490	158.597
347	66.554	106.420
348	66.618	85.415
349	66.682	74.120
350	66.746	68.470
351	66.810	63.832
352	66.874	61.505
353	66.938	59.315
354	67.002	57.717
355	67.066	56.149
356	67.130	56.285
357	67.194	54.746
358	67.257	54.497
359	67.321	52.752
360	67.385	52.781
361	67.449	52.282
362	67.513	52.958
363	67.577	52.279
364	67.641	51.774
365	67.705	51.044
366	67.769	50.797
367	67.833	50.872
368	67.897	50.437
369	67.961	50.701
370	68.025	50.690
371	68.089	50.145
372	68.153	49.575
373	68.217	49.104
374	68.281	48.501
375	68.344	49.029
376	68.408	48.472
377	68.472	48.042
378	68.536	48.044
379	68.600	47.972
380	68.664	47.263
381	68.728	47.084
382	68.792	47.117
383	68.856	46.658
384	68.920	46.539
385	68.984	46.194
386	69.048	46.360
387	69.112	46.615
388	69.176	45.777
389	69.240	45.594
390	69.304	45.421
391	69.368	45.330
392	69.431	45.378
393	69.495	45.659
394	69.559	45.837
395	69.623	45.384
396	69.687	44.832
397	69.751	45.394
398	69.815	45.151
399	69.879	45.342
400	69.943	45.156
401	70.007	45.256
402	70.071	45.920
403	70.135	46.600
404	70.199	47.058
405	70.263	46.762
406	70.327	48.401
407	70.391	49.913
408	70.455	52.871
409	70.519	56.688
410	70.582	64.290
411	70.646	78.544
412	70.710	114.081
413	70.774	227.541
414	70.838	471.202
415	70.902	589.630
416	70.966	340.095
417	71.030	154.338
418	71.094	90.223
419	71.158	66.841
420	71.222	56.467
421	71.286	51.530
422	71.350	48.313
423	71.414	45.510
424	71.478	44.190
425	71.542	43.215
426	71.606	42.471
427	71.669	41.766
428	71.733	41.353
429	71.797	40.903
430	71.861	40.776
431	71.925	40.675
432	71.989	40.218
433	72.053	38.913
434	72.117	38.987
435	72.181	38.611
436	72.245	37.782
437	72.309	37.177
438	72.373	37.077
439	72.437	37.627
440	72.501	36.925
441	72.565	36.319
442	72.629	36.056
443	72.693	36.393
444	72.756	36.248
445	72.820	36.014
446	72.884	35.448
447	72.948	35.380
448	73.012	35.321
449	73.076	35.129
450	73.140	34.957
451	73.204	34.662
452	73.268	34.483
453	73.332	33.926
454	73.396	33.902
455	73.460	34.079
456	73.524	33.844
457	73.588	33.263
458	73.652	33.129
459	73.716	33.226
460	73.780	33.020
461	73.844	32.708
462	73.907	32.005
463	73.971	31.826
464	74.035	32.393
465	74.099	32.305
466	74.163	31.873
467	74.227	31.204
468	74.291	31.070
469	74.355	31.530
470	74.419	31.670
471	74.483	31.561
472	74.547	30.934
473	74.611	30.520
474	74.675	30.787
475	74.739	30.868
476	74.803	30.407
477	74.867	29.967
478	74.931	29.981
479	74.994	30.220
480	75.058	29.793
481	75.122	29.715
482	75.186	29.915
483	75.250	29.814
484	75.314	29.084
485	75.378	29.541
486	75.442	29.338
487	75.506	29.204
